CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment,CLV,AOV
13866.0,74,1,145.67,2,1,1,Lost,145.67,145.67
13867.0,31,3,994.89,4,3,4,Potential,994.89,331.63
13868.0,7,2,3192.54,5,2,5,Potential,3192.54,1596.27
13869.0,123,4,3028.16,2,4,5,Loyal,3028.16,757.04
13870.0,2,8,2770.94,5,5,5,Champions,2770.94,346.3675
13871.0,23,13,6353.45,4,5,5,Champions,6353.45,488.7269230769231
13873.0,120,3,373.7,2,3,2,At-Risk,373.7,124.56666666666666
13874.0,358,1,540.45,1,1,3,Lost,540.45,540.45
13875.0,54,5,1766.39,3,4,4,Loyal,1766.39,353.278
13876.0,64,1,122.7,3,1,1,Lost,122.7,122.7
13877.0,86,1,117.24,2,1,1,Lost,117.24,117.24
13878.0,55,1,1281.53,3,1,4,Lost,1281.53,1281.53
13880.0,21,13,3180.47,4,5,5,Champions,3180.47,244.65153846153845
13881.0,4,20,17159.52,5,5,5,Champions,17159.52,857.976
13882.0,3,5,1175.53,5,4,4,Champions,1175.53,235.106
13883.0,11,5,2560.44,5,4,5,Champions,2560.44,512.088
13884.0,7,5,779.35,5,4,3,Loyal,779.35,155.87
13885.0,189,2,506.8,1,2,3,Lost,506.8,253.4
13886.0,71,1,243.56,3,1,2,Lost,243.56,243.56
13887.0,204,1,333.95,1,1,2,Lost,333.95,333.95
13888.0,120,2,605.63,2,2,3,Lost,605.63,302.815
13889.0,93,1,416.90000000000003,2,1,2,Lost,416.90000000000003,416.90000000000003
13890.0,1,10,1868.81,5,5,4,Champions,1868.81,186.881
13892.0,27,4,617.37,4,4,3,Loyal,617.37,154.3425
13893.0,298,1,771.3,1,1,3,Lost,771.3,771.3
13894.0,24,3,564.62,4,3,3,Potential,564.62,188.20666666666668
13895.0,28,4,2556.15,4,4,5,Champions,2556.15,639.0375
13897.0,50,1,311.16,3,1,2,Lost,311.16,311.16
13898.0,326,1,138.53,1,1,1,Lost,138.53,138.53
13899.0,16,2,388.52,4,2,2,Lost,388.52,194.26
13900.0,183,3,725.65,1,3,3,At-Risk,725.65,241.88333333333333
13901.0,72,5,2631.25,3,4,5,Loyal,2631.25,526.25
13904.0,37,2,317.34000000000003,3,2,2,Lost,317.34000000000003,158.67000000000002
13908.0,80,4,2207.93,2,4,5,Loyal,2207.93,551.9825
13911.0,57,9,2526.55,3,5,5,Loyal,2526.55,280.7277777777778
13914.0,12,2,626.45,5,2,3,Potential,626.45,313.225
13917.0,50,2,272.04,3,2,2,Lost,272.04,136.02
13918.0,50,2,1212.8400000000001,3,2,4,Potential,1212.8400000000001,606.4200000000001
13919.0,59,2,327.81,3,2,2,Lost,327.81,163.905
13922.0,352,1,172.25,1,1,1,Lost,172.25,172.25
13923.0,54,1,351.13,3,1,2,Lost,351.13,351.13
13924.0,2,6,1810.77,5,5,4,Champions,1810.77,301.795
13925.0,93,4,678.25,2,4,3,Loyal,678.25,169.5625
13926.0,23,1,223.85000000000002,4,1,1,New,223.85000000000002,223.85000000000002
13927.0,75,1,305.29,2,1,2,Lost,305.29,305.29
13928.0,11,4,437.53000000000003,5,4,2,Lost,437.53000000000003,109.38250000000001
13929.0,169,2,842.65,2,2,3,Lost,842.65,421.325
13930.0,58,2,247.34,3,2,2,Lost,247.34,123.67
13931.0,96,2,1237.53,2,2,4,Lost,1237.53,618.765
13932.0,295,1,307.4,1,1,2,Lost,307.4,307.4
13933.0,109,2,608.79,2,2,3,Lost,608.79,304.395
13934.0,264,1,911.9,1,1,4,Lost,911.9,911.9
13936.0,180,1,376.58,1,1,2,Lost,376.58,376.58
13937.0,169,1,158.85,2,1,1,Lost,158.85,158.85
13938.0,35,1,71.66,3,1,1,Lost,71.66,71.66
13939.0,23,3,568.55,4,3,3,Potential,568.55,189.51666666666665
13940.0,17,4,821.74,4,4,3,Loyal,821.74,205.435
13941.0,22,5,5112.96,4,4,5,Champions,5112.96,1022.592
13946.0,79,3,561.57,2,3,3,At-Risk,561.57,187.19000000000003
13947.0,65,1,90.60000000000001,3,1,1,Lost,90.60000000000001,90.60000000000001
13948.0,361,1,102.0,1,1,1,Lost,102.0,102.0
13949.0,3,6,2320.04,5,5,5,Champions,2320.04,386.67333333333335
13950.0,11,4,745.0600000000001,5,4,3,Loyal,745.0600000000001,186.26500000000001
13951.0,176,3,674.45,2,3,3,At-Risk,674.45,224.8166666666667
13952.0,218,2,3155.551,1,2,5,Lost,3155.551,1577.7755
13953.0,7,7,3515.68,5,5,5,Champions,3515.68,502.23999999999995
13954.0,2,2,439.92,5,2,2,Lost,439.92,219.96
13955.0,154,2,322.96,2,2,2,Lost,322.96,161.48
13956.0,5,5,1012.02,5,4,4,Champions,1012.02,202.404
13959.0,79,3,595.86,2,3,3,At-Risk,595.86,198.62
13960.0,21,2,230.22,4,2,1,Lost,230.22,115.11
13962.0,22,2,153.95,4,2,1,Lost,153.95,76.975
13963.0,308,4,629.74,1,4,3,Loyal,629.74,157.435
13967.0,146,1,80.7,2,1,1,Lost,80.7,80.7
13969.0,7,18,8989.26,5,5,5,Champions,8989.26,499.40333333333336
13971.0,19,8,2648.38,4,5,5,Champions,2648.38,331.0475
13972.0,71,2,190.25,3,2,1,Lost,190.25,95.125
13973.0,287,1,264.7,1,1,2,Lost,264.7,264.7
13974.0,49,1,413.59000000000003,3,1,2,Lost,413.59000000000003,413.59000000000003
13975.0,31,6,2472.52,4,5,5,Champions,2472.52,412.08666666666664
13976.0,207,1,357.98,1,1,2,Lost,357.98,357.98
13978.0,15,2,191.84,4,2,1,Lost,191.84,95.92
13979.0,73,1,859.37,2,1,3,Lost,859.37,859.37
13980.0,60,1,177.64,3,1,1,Lost,177.64,177.64
13982.0,39,4,1789.51,3,4,4,Loyal,1789.51,447.3775
13983.0,30,12,2573.43,4,5,5,Champions,2573.43,214.4525
13984.0,27,5,920.51,4,4,4,Champions,920.51,184.102
13985.0,4,15,6419.2300000000005,5,5,5,Champions,6419.2300000000005,427.9486666666667
13986.0,17,1,320.46,4,1,2,New,320.46,320.46
13988.0,20,6,4090.87,4,5,5,Champions,4090.87,681.8116666666666
13989.0,66,2,1266.08,3,2,4,Potential,1266.08,633.04
13990.0,213,1,275.98,1,1,2,Lost,275.98,275.98
13991.0,12,6,803.89,5,5,3,Loyal,803.89,133.98166666666665
13992.0,30,1,76.8,4,1,1,New,76.8,76.8
13993.0,43,9,3455.86,3,5,5,Loyal,3455.86,383.9844444444445
13994.0,4,6,2313.14,5,5,5,Champions,2313.14,385.5233333333333
13995.0,15,5,1344.19,4,4,4,Champions,1344.19,268.838
13999.0,10,12,3831.01,5,5,5,Champions,3831.01,319.25083333333333
14000.0,211,1,635.66,1,1,3,Lost,635.66,635.66
14001.0,46,3,2016.04,3,3,5,Potential,2016.04,672.0133333333333
14002.0,134,2,529.73,2,2,3,Lost,529.73,264.865
14004.0,43,7,4561.84,3,5,5,Loyal,4561.84,651.6914285714286
14005.0,10,5,2874.72,5,4,5,Champions,2874.72,574.944
14006.0,116,3,912.69,2,3,4,At-Risk,912.69,304.23
14009.0,198,2,695.61,1,2,3,Lost,695.61,347.805
14012.0,278,1,328.8,1,1,2,Lost,328.8,328.8
14013.0,110,3,435.58,2,3,2,At-Risk,435.58,145.19333333333333
14014.0,77,1,461.5,2,1,2,Lost,461.5,461.5
14015.0,53,1,917.34,3,1,4,Lost,917.34,917.34
14016.0,162,4,4219.26,2,4,5,Loyal,4219.26,1054.815
14019.0,47,3,1421.6100000000001,3,3,4,Potential,1421.6100000000001,473.87000000000006
14020.0,17,2,642.8,4,2,3,Potential,642.8,321.4
14021.0,155,3,631.9,2,3,3,At-Risk,631.9,210.63333333333333
14022.0,225,1,440.0,1,1,2,Lost,440.0,440.0
14023.0,7,2,566.67,5,2,3,Potential,566.67,283.335
14024.0,122,2,306.9,2,2,2,Lost,306.9,153.45
14027.0,61,1,104.82,3,1,1,Lost,104.82,104.82
14029.0,63,2,467.66,3,2,2,Lost,467.66,233.83
14030.0,18,8,2301.51,4,5,5,Champions,2301.51,287.68875
14031.0,7,19,17276.36,5,5,5,Champions,17276.36,909.282105263158
14032.0,2,11,2927.7400000000002,5,5,5,Champions,2927.7400000000002,266.15818181818184
14034.0,22,3,651.17,4,3,3,Potential,651.17,217.05666666666664
14035.0,29,5,1324.4,4,4,4,Champions,1324.4,264.88
14036.0,285,1,626.65,1,1,3,Lost,626.65,626.65
14037.0,176,2,147.20000000000002,2,2,1,Lost,147.20000000000002,73.60000000000001
14038.0,78,3,1382.94,2,3,4,At-Risk,1382.94,460.98
14039.0,33,1,152.2,4,1,1,New,152.2,152.2
14040.0,41,12,3490.82,3,5,5,Loyal,3490.82,290.9016666666667
14041.0,266,1,134.76,1,1,1,Lost,134.76,134.76
14044.0,27,4,641.92,4,4,3,Loyal,641.92,160.48
14045.0,109,4,1659.75,2,4,4,Loyal,1659.75,414.9375
14046.0,284,1,154.99,1,1,1,Lost,154.99,154.99
14047.0,9,5,1308.6100000000001,5,4,4,Champions,1308.6100000000001,261.72200000000004
14048.0,305,1,409.93,1,1,2,Lost,409.93,409.93
14049.0,17,4,5558.31,4,4,5,Champions,5558.31,1389.5775
14050.0,32,2,732.76,4,2,3,Potential,732.76,366.38
14051.0,1,23,15539.59,5,5,5,Champions,15539.59,675.6343478260869
14052.0,20,1,224.06,4,1,1,New,224.06,224.06
14053.0,124,2,260.25,2,2,2,Lost,260.25,130.125
14054.0,65,1,92.46000000000001,3,1,1,Lost,92.46000000000001,92.46000000000001
14055.0,106,1,725.6400000000001,2,1,3,Lost,725.6400000000001,725.6400000000001
14056.0,1,23,8144.93,5,5,5,Champions,8144.93,354.12739130434784
14057.0,24,17,6217.96,4,5,5,Champions,6217.96,365.76235294117646
14059.0,267,1,183.6,1,1,1,Lost,183.6,183.6
14060.0,5,19,6140.42,5,5,5,Champions,6140.42,323.18
14062.0,10,12,10464.85,5,5,5,Champions,10464.85,872.0708333333333
14064.0,29,5,1352.44,4,4,4,Champions,1352.44,270.488
14066.0,267,1,152.55,1,1,1,Lost,152.55,152.55
14067.0,64,2,374.7,3,2,2,Lost,374.7,187.35
14068.0,320,1,254.25,1,1,2,Lost,254.25,254.25
14071.0,4,8,1404.07,5,5,4,Champions,1404.07,175.50875
14073.0,32,1,151.04,4,1,1,New,151.04,151.04
14075.0,5,3,942.26,5,3,4,Potential,942.26,314.08666666666664
14076.0,129,1,122.05,2,1,1,Lost,122.05,122.05
14077.0,41,5,499.42,3,4,3,Loyal,499.42,99.884
14078.0,102,6,1049.37,2,5,4,Loyal,1049.37,174.89499999999998
14079.0,125,1,375.1,2,1,2,Lost,375.1,375.1
14080.0,33,1,45.599999999999994,4,1,1,New,45.599999999999994,45.599999999999994
14081.0,302,2,919.02,1,2,4,Lost,919.02,459.51
14082.0,365,1,182.25,1,1,1,Lost,182.25,182.25
14083.0,4,9,998.73,5,5,4,Champions,998.73,110.97
14085.0,2,18,4402.43,5,5,5,Champions,4402.43,244.57944444444445
14087.0,3,1,192.52,5,1,1,New,192.52,192.52
14088.0,10,13,49883.11,5,5,5,Champions,49883.11,3837.162307692308
14089.0,57,1,161.0,3,1,1,Lost,161.0,161.0
14090.0,325,1,76.32000000000001,1,1,1,Lost,76.32000000000001,76.32000000000001
14092.0,8,14,3919.51,5,5,5,Champions,3919.51,279.96500000000003
14093.0,12,1,442.85,5,1,2,New,442.85,442.85
14096.0,4,17,52329.87,5,5,5,Champions,52329.87,3078.2276470588235
14098.0,37,1,146.1,3,1,1,Lost,146.1,146.1
14099.0,16,11,3036.18,4,5,5,Champions,3036.18,276.0163636363636
14100.0,138,1,189.1,2,1,1,Lost,189.1,189.1
14101.0,74,6,5976.79,2,5,5,Loyal,5976.79,996.1316666666667
14102.0,5,5,1360.28,5,4,4,Champions,1360.28,272.056
14104.0,155,2,216.21,2,2,1,Lost,216.21,108.105
14105.0,239,1,1245.23,1,1,4,Lost,1245.23,1245.23
14107.0,52,7,2557.67,3,5,5,Loyal,2557.67,365.38142857142856
14108.0,31,2,597.91,4,2,3,Potential,597.91,298.955
14109.0,73,1,135.7,2,1,1,Lost,135.7,135.7
14110.0,4,12,5600.15,5,5,5,Champions,5600.15,466.6791666666666
14111.0,14,4,692.85,5,4,3,Loyal,692.85,173.2125
14112.0,23,7,2626.25,4,5,5,Champions,2626.25,375.17857142857144
14113.0,4,4,1814.92,5,4,4,Champions,1814.92,453.73
14114.0,274,2,386.53,1,2,2,Lost,386.53,193.265
14116.0,20,5,1382.74,4,4,4,Champions,1382.74,276.548
14117.0,144,1,90.0,2,1,1,Lost,90.0,90.0
14121.0,4,4,2762.75,5,4,5,Champions,2762.75,690.6875
14124.0,84,1,419.58,2,1,2,Lost,419.58,419.58
14125.0,11,3,2724.83,5,3,5,Potential,2724.83,908.2766666666666
14126.0,8,3,706.1300000000001,5,3,3,Potential,706.1300000000001,235.3766666666667
14127.0,123,3,688.91,2,3,3,At-Risk,688.91,229.63666666666666
14128.0,61,2,581.7,3,2,3,Potential,581.7,290.85
14129.0,2,5,1123.8600000000001,5,4,4,Champions,1123.8600000000001,224.77200000000002
14130.0,319,1,417.14,1,1,2,Lost,417.14,417.14
14132.0,2,11,3586.03,5,5,5,Champions,3586.03,326.00272727272727
14133.0,130,3,605.64,2,3,3,At-Risk,605.64,201.88
14135.0,2,15,4540.31,5,5,5,Champions,4540.31,302.68733333333336
14138.0,2,2,982.38,5,2,4,Potential,982.38,491.19
14139.0,46,1,415.82,3,1,2,Lost,415.82,415.82
14140.0,4,2,935.05,5,2,4,Potential,935.05,467.525
14141.0,3,4,915.13,5,4,4,Champions,915.13,228.7825
14142.0,373,1,287.45,1,1,2,Lost,287.45,287.45
14143.0,134,1,115.8,2,1,1,Lost,115.8,115.8
14145.0,47,4,3504.6,3,4,5,Loyal,3504.6,876.15
14146.0,9,5,4124.7,5,4,5,Champions,4124.7,824.9399999999999
14147.0,78,2,483.4,2,2,3,Lost,483.4,241.7
14148.0,234,1,157.2,1,1,1,Lost,157.2,157.2
14149.0,221,1,446.62,1,1,2,Lost,446.62,446.62
14150.0,36,2,658.64,3,2,3,Potential,658.64,329.32
14152.0,75,2,597.19,2,2,3,Lost,597.19,298.595
14154.0,239,2,1345.62,1,2,4,Lost,1345.62,672.81
14155.0,266,1,118.75,1,1,1,Lost,118.75,118.75
14156.0,10,55,116452.86,5,5,5,Champions,116452.86,2117.324727272727
14157.0,20,2,432.88,4,2,2,Lost,432.88,216.44
14158.0,40,1,507.65999999999997,3,1,3,Lost,507.65999999999997,507.65999999999997
14159.0,20,11,4411.87,4,5,5,Champions,4411.87,401.0790909090909
14161.0,216,3,1068.72,1,3,4,At-Risk,1068.72,356.24
14162.0,174,2,239.28,2,2,1,Lost,239.28,119.64
14163.0,87,4,2374.51,2,4,5,Loyal,2374.51,593.6275
14164.0,71,2,1579.57,3,2,4,Potential,1579.57,789.785
14165.0,276,1,121.75999999999999,1,1,1,Lost,121.75999999999999,121.75999999999999
14167.0,39,4,574.84,3,4,3,Loyal,574.84,143.71
14171.0,98,1,363.79,2,1,2,Lost,363.79,363.79
14173.0,11,4,435.02,5,4,2,Lost,435.02,108.755
14174.0,33,1,130.3,4,1,1,New,130.3,130.3
14175.0,60,3,3135.2200000000003,3,3,5,Potential,3135.2200000000003,1045.0733333333335
14176.0,297,4,538.8000000000001,1,4,3,Loyal,538.8000000000001,134.70000000000002
14177.0,86,4,559.41,2,4,3,Loyal,559.41,139.8525
14178.0,9,7,1596.96,5,5,4,Champions,1596.96,228.13714285714286
14179.0,41,2,712.48,3,2,3,Potential,712.48,356.24
14180.0,11,25,4710.27,5,5,5,Champions,4710.27,188.41080000000002
14184.0,67,1,452.89,3,1,2,Lost,452.89,452.89
14185.0,331,1,197.65,1,1,1,Lost,197.65,197.65
14188.0,31,6,1845.76,4,5,4,Champions,1845.76,307.62666666666667
14189.0,2,15,4640.4800000000005,5,5,5,Champions,4640.4800000000005,309.36533333333335
14191.0,2,13,4206.2,5,5,5,Champions,4206.2,323.55384615384617
14193.0,68,2,853.39,3,2,3,Potential,853.39,426.695
14194.0,5,21,11271.1,5,5,5,Champions,11271.1,536.7190476190476
14195.0,202,2,1012.0,1,2,4,Lost,1012.0,506.0
14196.0,107,1,335.52,2,1,2,Lost,335.52,335.52
14198.0,18,4,701.4,4,4,3,Loyal,701.4,175.35
14199.0,218,1,185.39999999999998,1,1,1,Lost,185.39999999999998,185.39999999999998
14201.0,60,7,730.94,3,5,3,Loyal,730.94,104.42
14204.0,2,1,161.03,5,1,1,New,161.03,161.03
14205.0,17,2,466.7,4,2,2,Lost,466.7,233.35
14206.0,239,1,328.15999999999997,1,1,2,Lost,328.15999999999997,328.15999999999997
14208.0,95,1,151.74,2,1,1,Lost,151.74,151.74
14209.0,11,6,2073.43,5,5,5,Champions,2073.43,345.57166666666666
14210.0,106,6,1905.8400000000001,2,5,4,Loyal,1905.8400000000001,317.64000000000004
14211.0,53,9,2125.4,3,5,5,Loyal,2125.4,236.15555555555557
14212.0,90,1,1070.48,2,1,4,Lost,1070.48,1070.48
14214.0,31,5,1004.38,4,4,4,Champions,1004.38,200.876
14215.0,12,6,1758.16,5,5,4,Champions,1758.16,293.0266666666667
14216.0,3,4,1839.3,5,4,4,Champions,1839.3,459.825
14217.0,2,17,2004.98,5,5,5,Champions,2004.98,117.94
14218.0,43,1,148.68,3,1,1,Lost,148.68,148.68
14219.0,4,1,89.94,5,1,1,New,89.94,89.94
14220.0,247,2,632.4000000000001,1,2,3,Lost,632.4000000000001,316.20000000000005
14221.0,42,9,3411.8,3,5,5,Loyal,3411.8,379.0888888888889
14222.0,177,1,615.37,2,1,3,Lost,615.37,615.37
14223.0,92,3,975.53,2,3,4,At-Risk,975.53,325.1766666666667
14224.0,110,4,1032.67,2,4,4,Loyal,1032.67,258.1675
14226.0,29,5,2232.19,4,4,5,Champions,2232.19,446.438
14227.0,26,10,3221.28,4,5,5,Champions,3221.28,322.12800000000004
14229.0,52,3,1547.2,3,3,4,Potential,1547.2,515.7333333333333
14231.0,184,3,904.9100000000001,1,3,3,At-Risk,904.9100000000001,301.6366666666667
14232.0,43,5,2025.63,3,4,5,Loyal,2025.63,405.12600000000003
14233.0,49,4,1462.72,3,4,4,Loyal,1462.72,365.68
14234.0,22,4,764.96,4,4,3,Loyal,764.96,191.24
14235.0,75,5,3144.86,2,4,5,Loyal,3144.86,628.972
14236.0,81,2,490.86,2,2,3,Lost,490.86,245.43
14237.0,373,1,161.0,1,1,1,Lost,161.0,161.0
14238.0,326,1,146.85,1,1,1,Lost,146.85,146.85
14239.0,43,11,2360.05,3,5,5,Loyal,2360.05,214.55
14240.0,30,2,890.34,4,2,3,Potential,890.34,445.17
14241.0,184,1,213.70000000000002,1,1,1,Lost,213.70000000000002,213.70000000000002
14242.0,235,2,280.55,1,2,2,Lost,280.55,140.275
14243.0,9,10,2514.4,5,5,5,Champions,2514.4,251.44
14245.0,220,2,1663.69,1,2,4,Lost,1663.69,831.845
14246.0,111,3,1474.06,2,3,4,At-Risk,1474.06,491.3533333333333
14247.0,278,1,123.25,1,1,1,Lost,123.25,123.25
14248.0,318,1,302.58,1,1,2,Lost,302.58,302.58
14250.0,7,3,1904.05,5,3,4,Potential,1904.05,634.6833333333333
14251.0,2,5,2879.7000000000003,5,4,5,Champions,2879.7000000000003,575.94
14256.0,260,2,809.2,1,2,3,Lost,809.2,404.6
14257.0,64,5,2998.2200000000003,3,4,5,Loyal,2998.2200000000003,599.644
14258.0,9,9,12465.48,5,5,5,Champions,12465.48,1385.0533333333333
14259.0,142,1,104.1,2,1,1,Lost,104.1,104.1
14261.0,51,2,1163.45,3,2,4,Potential,1163.45,581.725
14262.0,8,8,2597.23,5,5,5,Champions,2597.23,324.65375
14264.0,155,2,333.97,2,2,2,Lost,333.97,166.985
14265.0,109,2,509.18,2,2,3,Lost,509.18,254.59
14267.0,163,3,1516.24,2,3,4,At-Risk,1516.24,505.41333333333336
14270.0,332,1,492.65000000000003,1,1,3,Lost,492.65000000000003,492.65000000000003
14271.0,226,1,112.32000000000001,1,1,1,Lost,112.32000000000001,112.32000000000001
14272.0,74,2,415.4,2,2,2,Lost,415.4,207.7
14273.0,51,4,482.72,3,4,3,Loyal,482.72,120.68
14276.0,99,3,1086.64,2,3,4,At-Risk,1086.64,362.21333333333337
14277.0,15,3,4045.92,4,3,5,Potential,4045.92,1348.64
14280.0,197,1,134.04,1,1,1,Lost,134.04,134.04
14282.0,3,15,3609.7000000000003,5,5,5,Champions,3609.7000000000003,240.64666666666668
14284.0,31,2,560.45,4,2,3,Potential,560.45,280.225
14285.0,21,4,1910.01,4,4,4,Champions,1910.01,477.5025
14286.0,24,3,4456.37,4,3,5,Potential,4456.37,1485.4566666666667
14287.0,8,3,176.63,5,3,1,Lost,176.63,58.876666666666665
14288.0,213,1,426.6,1,1,2,Lost,426.6,426.6
14289.0,9,6,911.26,5,5,3,Loyal,911.26,151.87666666666667
14290.0,11,5,2286.13,5,4,5,Champions,2286.13,457.226
14291.0,2,11,3805.85,5,5,5,Champions,3805.85,345.98636363636365
14292.0,8,9,4380.23,5,5,5,Champions,4380.23,486.6922222222222
14293.0,3,4,991.36,5,4,4,Champions,991.36,247.84
14295.0,40,1,166.20000000000002,3,1,1,Lost,166.20000000000002,166.20000000000002
14297.0,18,4,1305.33,4,4,4,Champions,1305.33,326.3325
14298.0,8,44,50779.86,5,5,5,Champions,50779.86,1154.0877272727273
14299.0,8,9,3965.62,5,5,5,Champions,3965.62,440.6244444444444
14300.0,19,1,43.2,4,1,1,New,43.2,43.2
14301.0,117,1,640.14,2,1,3,Lost,640.14,640.14
14304.0,223,1,383.45,1,1,2,Lost,383.45,383.45
14305.0,71,3,1858.96,3,3,4,Potential,1858.96,619.6533333333333
14306.0,51,2,2093.32,3,2,5,Potential,2093.32,1046.66
14307.0,89,6,2866.87,2,5,5,Loyal,2866.87,477.81166666666667
14309.0,8,9,2352.53,5,5,5,Champions,2352.53,261.39222222222224
14311.0,243,1,310.26,1,1,2,Lost,310.26,310.26
14312.0,47,6,1611.5900000000001,3,5,4,Loyal,1611.5900000000001,268.59833333333336
14314.0,107,1,120.0,2,1,1,Lost,120.0,120.0
14315.0,45,6,2131.53,3,5,5,Loyal,2131.53,355.25500000000005
14317.0,65,1,508.58,3,1,3,Lost,508.58,508.58
14320.0,207,2,459.94,1,2,2,Lost,459.94,229.97
14321.0,11,5,1530.75,5,4,4,Champions,1530.75,306.15
14323.0,115,2,605.0600000000001,2,2,3,Lost,605.0600000000001,302.53000000000003
14326.0,242,1,183.85,1,1,1,Lost,183.85,183.85
14327.0,163,1,311.65000000000003,2,1,2,Lost,311.65000000000003,311.65000000000003
14329.0,17,7,4899.64,4,5,5,Champions,4899.64,699.9485714285714
14331.0,124,2,446.16,2,2,2,Lost,446.16,223.08
14332.0,23,3,866.3100000000001,4,3,3,Potential,866.3100000000001,288.77000000000004
14333.0,68,1,415.2,3,1,2,Lost,415.2,415.2
14334.0,17,8,2552.21,4,5,5,Champions,2552.21,319.02625
14335.0,16,2,447.86,4,2,2,Lost,447.86,223.93
14336.0,17,4,1531.15,4,4,4,Champions,1531.15,382.7875
14338.0,161,2,528.22,2,2,3,Lost,528.22,264.11
14339.0,243,1,309.52000000000004,1,1,2,Lost,309.52000000000004,309.52000000000004
14340.0,219,1,134.7,1,1,1,Lost,134.7,134.7
14341.0,45,8,2111.29,3,5,5,Loyal,2111.29,263.91125
14342.0,21,4,637.0600000000001,4,4,3,Loyal,637.0600000000001,159.26500000000001
14344.0,127,8,889.9300000000001,2,5,3,Loyal,889.9300000000001,111.24125000000001
14345.0,39,1,108.98,3,1,1,Lost,108.98,108.98
14346.0,121,2,971.63,2,2,4,Lost,971.63,485.815
14348.0,260,1,409.57,1,1,2,Lost,409.57,409.57
14349.0,10,1,133.5,5,1,1,New,133.5,133.5
14350.0,274,1,282.93,1,1,2,Lost,282.93,282.93
14351.0,165,1,51.0,2,1,1,Lost,51.0,51.0
14352.0,157,4,1078.96,2,4,4,Loyal,1078.96,269.74
14353.0,215,1,90.6,1,1,1,Lost,90.6,90.6
14354.0,6,2,163.62,5,2,1,Lost,163.62,81.81
14355.0,366,1,174.4,1,1,1,Lost,174.4,174.4
14356.0,80,2,701.23,2,2,3,Lost,701.23,350.615
14357.0,43,1,225.77,3,1,1,Lost,225.77,225.77
14359.0,19,3,897.1800000000001,4,3,3,Potential,897.1800000000001,299.06
14360.0,32,4,2128.23,4,4,5,Champions,2128.23,532.0575
14362.0,22,1,161.2,4,1,1,New,161.2,161.2
14364.0,109,8,3717.35,2,5,5,Loyal,3717.35,464.66875
14367.0,8,16,8863.72,5,5,5,Champions,8863.72,553.9825
14368.0,320,1,155.0,1,1,1,Lost,155.0,155.0
14371.0,295,1,100.5,1,1,1,Lost,100.5,100.5
14373.0,358,1,76.55,1,1,1,Lost,76.55,76.55
14375.0,185,1,257.68,1,1,2,Lost,257.68,257.68
14377.0,191,2,617.05,1,2,3,Lost,617.05,308.525
14379.0,44,2,348.1,3,2,2,Lost,348.1,174.05
14381.0,52,1,202.68,3,1,1,Lost,202.68,202.68
14382.0,26,1,620.59,4,1,3,New,620.59,620.59
14383.0,38,3,1247.69,3,3,4,Potential,1247.69,415.8966666666667
14385.0,9,3,202.10999999999999,5,3,1,Lost,202.10999999999999,67.36999999999999
14386.0,297,1,142.4,1,1,1,Lost,142.4,142.4
14387.0,33,3,1757.04,4,3,4,Potential,1757.04,585.68
14388.0,10,8,3176.84,5,5,5,Champions,3176.84,397.105
14389.0,65,2,968.86,3,2,4,Potential,968.86,484.43
14390.0,10,9,4328.92,5,5,5,Champions,4328.92,480.99111111111114
14393.0,218,1,67.95,1,1,1,Lost,67.95,67.95
14395.0,2,9,3455.61,5,5,5,Champions,3455.61,383.9566666666667
14396.0,65,2,483.83,3,2,3,Potential,483.83,241.915
14397.0,3,19,2612.96,5,5,5,Champions,2612.96,137.52421052631578
14400.0,149,1,574.7,2,1,3,Lost,574.7,574.7
14401.0,4,13,4008.2799999999997,5,5,5,Champions,4008.2799999999997,308.3292307692308
14403.0,130,4,1475.81,2,4,4,Loyal,1475.81,368.9525
14404.0,34,6,1441.32,3,5,4,Loyal,1441.32,240.22
14406.0,119,1,156.75,2,1,1,Lost,156.75,156.75
14407.0,107,5,2088.9700000000003,2,4,5,Loyal,2088.9700000000003,417.79400000000004
14408.0,11,7,2593.77,5,5,5,Champions,2593.77,370.5385714285714
14409.0,71,6,1828.25,3,5,4,Loyal,1828.25,304.7083333333333
14410.0,92,9,1104.22,2,5,4,Loyal,1104.22,122.69111111111111
14411.0,311,1,1063.0,1,1,4,Lost,1063.0,1063.0
14412.0,43,2,770.03,3,2,3,Potential,770.03,385.015
14413.0,362,1,118.2,1,1,1,Lost,118.2,118.2
14414.0,92,7,1443.7,2,5,4,Loyal,1443.7,206.24285714285716
14415.0,1,13,5731.61,5,5,5,Champions,5731.61,440.8930769230769
14416.0,22,2,490.22,4,2,3,Potential,490.22,245.11
14418.0,4,3,1895.07,5,3,4,Potential,1895.07,631.6899999999999
14419.0,11,6,1054.66,5,5,4,Champions,1054.66,175.77666666666667
14420.0,99,1,387.52,2,1,2,Lost,387.52,387.52
14421.0,57,2,723.11,3,2,3,Potential,723.11,361.555
14422.0,1,6,4247.14,5,5,5,Champions,4247.14,707.8566666666667
14423.0,218,1,265.2,1,1,2,Lost,265.2,265.2
14424.0,18,1,322.08,4,1,2,New,322.08,322.08
14426.0,24,10,4301.19,4,5,5,Champions,4301.19,430.11899999999997
14427.0,50,2,363.34000000000003,3,2,2,Lost,363.34000000000003,181.67000000000002
14428.0,7,5,1244.83,5,4,4,Champions,1244.83,248.96599999999998
